customer_id,Total_Spending,num_of_orders,order_created_date,Return_Count,customer_age,customer_gender_encoded,Recency,Frequency,Average_Order_Value,Customer_segment,Customer_segment_label
27550,14952.81,22,2020-03-28 07:28:00.000000,1,38,1,91,4.69,679.67,1,Medium Value Customers
27551,46070.39,1,2022-05-03 15:34:00.000000,1,68,1,217,0.79,46070.39,2,High Value Customers
27552,45797.45,32,2022-06-14 05:00:00.000000,1,27,0,248,4.35,1431.17,2,High Value Customers
27553,19907.37,46,2022-07-18 10:22:00.000000,1,19,0,46,0.92,432.77,1,Medium Value Customers
27554,21997.44,22,2022-09-24 08:07:00.000000,1,28,1,49,4.47,999.88,1,Medium Value Customers
27555,35273.61,27,2023-11-02 09:20:00.000000,1,51,1,343,4.72,1306.43,2,High Value Customers
27556,33318.3,38,2022-04-27 04:02:00.000000,1,17,0,179,3.71,876.8,2,High Value Customers
27558,19423.7,44,2023-06-27 06:48:00.000000,1,52,0,79,4.83,441.45,1,Medium Value Customers
27559,21005.09,33,2023-10-19 15:30:00.000000,1,51,1,199,0.8,636.52,1,Medium Value Customers
27560,17727.93,30,2023-04-28 13:20:00.000000,1,17,1,86,2.98,590.93,1,Medium Value Customers
27561,12151.56,19,2021-09-23 18:40:00.000000,1,52,0,10,2.64,639.56,1,Medium Value Customers
27562,23177.85,33,2022-05-26 12:25:00.000000,1,20,1,153,3.57,702.36,1,Medium Value Customers
27563,34478.49,25,2023-09-22 05:02:00.000000,1,43,1,173,3.79,1379.14,2,High Value Customers
27564,37227.35,6,2022-10-06 07:45:00.000000,1,62,1,275,1.98,6204.56,2,High Value Customers
27565,39054.25,48,2023-11-27 18:40:00.000000,1,51,0,160,4.56,813.63,2,High Value Customers
27567,19049.23,29,2021-08-25 05:51:00.000000,1,62,0,287,4.75,656.87,1,Medium Value Customers
27568,38349.48,15,2023-07-11 13:59:00.000000,1,12,1,161,2.06,2556.63,2,High Value Customers
27569,822.56,12,2021-02-08 17:59:00.000000,1,38,1,108,3.95,68.55,0,Low Value Customers
27570,24113.97,38,2023-11-25 04:11:00.000000,1,42,1,305,0.63,634.58,1,Medium Value Customers
27571,39798.27,15,2023-08-20 08:43:00.000000,1,58,1,232,3.29,2653.22,2,High Value Customers
27572,31687.21,31,2023-05-27 04:46:00.000000,1,20,0,235,0.26,1022.17,2,High Value Customers
27573,23966.12,1,2023-06-11 01:31:00.000000,1,40,0,359,3.04,23966.12,1,Medium Value Customers
27574,32409.78,20,2022-01-03 14:44:00.000000,1,69,0,12,1.47,1620.49,2,High Value Customers
27575,45393.83,29,2024-01-09 03:21:00.000000,1,57,0,276,1.31,1565.3,2,High Value Customers
27576,28535.9,48,2021-07-17 10:11:00.000000,1,47,0,135,2.87,594.5,1,Medium Value Customers
27577,40089.42,11,2023-10-15 16:55:00.000000,1,39,1,73,3.42,3644.49,2,High Value Customers
27578,49046.76,9,2023-12-21 06:45:00.000000,1,36,0,214,3.96,5449.64,2,High Value Customers
27580,35425.63,16,2022-10-18 05:45:00.000000,1,47,0,62,3.43,2214.1,2,High Value Customers
27581,28879.63,16,2023-12-23 02:31:00.000000,1,16,1,47,2.44,1804.98,1,Medium Value Customers
27582,2355.55,33,2022-12-23 01:48:00.000000,1,45,0,46,2.43,71.38,0,Low Value Customers
27583,19036.66,19,2022-12-03 13:06:00.000000,1,26,1,111,2.56,1001.93,1,Medium Value Customers
27584,28489.42,25,2021-12-27 17:45:00.000000,1,61,1,9,1.85,1139.58,1,Medium Value Customers
27586,39961.73,34,2023-01-06 07:55:00.000000,1,20,1,207,3.92,1175.34,2,High Value Customers
27588,22186.19,39,2021-06-13 14:08:00.000000,1,13,1,141,0.2,568.88,1,Medium Value Customers
27590,48022.88,24,2020-08-24 04:51:00.000000,1,26,1,76,3.83,2000.95,2,High Value Customers
27591,13953.79,49,2023-12-31 05:28:00.000000,1,54,1,98,3.47,284.77,1,Medium Value Customers
27593,37356.08,32,2023-07-23 12:49:00.000000,1,35,0,188,4.07,1167.38,2,High Value Customers
27594,21242.06,39,2021-11-12 16:39:00.000000,1,24,1,297,2.94,544.67,1,Medium Value Customers
27595,24556.43,3,2023-01-31 18:29:00.000000,1,56,0,329,4.69,8185.48,1,Medium Value Customers
27596,40223.85,13,2023-02-19 12:40:00.000000,1,29,0,21,3.81,3094.14,2,High Value Customers
27597,15162.66,30,2022-12-31 12:05:00.000000,1,38,1,100,0.37,505.42,1,Medium Value Customers
27598,5292.2,23,2024-01-06 00:05:00.000000,1,67,0,330,3.94,230.1,0,Low Value Customers
27599,26252.65,30,2023-06-04 18:28:00.000000,1,13,0,65,2.46,875.09,1,Medium Value Customers
27600,26675.33,12,2022-09-21 01:50:00.000000,1,54,0,212,1.23,2222.94,1,Medium Value Customers
27601,39959.8,45,2023-06-23 02:28:00.000000,1,42,0,19,2.47,888.0,2,High Value Customers
27603,48431.8,38,2022-12-12 13:21:00.000000,1,14,0,81,1.39,1274.52,2,High Value Customers
27605,3237.38,24,2022-10-17 09:52:00.000000,1,19,1,221,2.01,134.89,0,Low Value Customers
27606,29788.63,24,2024-01-15 00:42:46.642713,1,16,0,123,3.32,1241.19,1,Medium Value Customers
27607,34223.29,30,2023-05-03 18:16:00.000000,1,67,0,261,3.47,1140.78,2,High Value Customers
27610,49297.17,17,2020-08-25 02:03:00.000000,1,53,0,250,0.13,2899.83,2,High Value Customers
27611,47158.22,15,2022-09-25 11:18:00.000000,1,28,0,180,2.62,3143.88,2,High Value Customers
27612,35766.31,36,2023-11-15 12:45:00.000000,1,68,1,271,2.34,993.51,2,High Value Customers
27613,26328.58,24,2023-05-09 09:38:00.000000,1,36,1,28,4.49,1097.02,1,Medium Value Customers
27614,8495.43,32,2024-01-04 14:13:00.000000,1,38,1,98,2.5,265.48,0,Low Value Customers
27615,19516.74,24,2023-08-13 09:44:00.000000,1,49,0,83,1.09,813.2,1,Medium Value Customers
27617,29463.56,3,2023-12-16 00:19:00.000000,1,52,1,256,0.44,9821.19,1,Medium Value Customers
27618,36397.42,45,2021-07-18 15:06:00.000000,1,55,0,5,2.4,808.83,2,High Value Customers
27620,31952.28,1,2023-07-28 11:22:00.000000,1,36,0,268,0.81,31952.28,2,High Value Customers
27621,35849.08,20,2023-06-19 03:53:00.000000,1,29,1,128,3.72,1792.45,2,High Value Customers
27622,21743.05,21,2021-02-08 14:50:00.000000,1,17,1,115,4.18,1035.38,1,Medium Value Customers
27623,36517.55,12,2022-04-18 02:46:00.000000,1,21,1,71,2.59,3043.13,2,High Value Customers
27624,7615.19,36,2022-05-29 04:22:00.000000,1,12,1,283,3.06,211.53,0,Low Value Customers
27627,8548.02,44,2023-09-29 13:08:00.000000,1,63,1,266,3.99,194.27,0,Low Value Customers
27628,8560.19,21,2020-11-18 06:25:00.000000,1,43,1,80,4.55,407.63,0,Low Value Customers
27629,44597.82,19,2022-09-24 08:02:00.000000,1,36,0,170,2.15,2347.25,2,High Value Customers
27630,4263.69,19,2023-09-18 17:58:00.000000,1,16,1,236,1.41,224.4,0,Low Value Customers
27631,40174.66,37,2024-01-17 02:28:47.446739,1,36,0,17,4.13,1085.8,2,High Value Customers
27632,12061.76,2,2022-04-03 07:12:00.000000,1,65,1,65,0.8,6030.88,1,Medium Value Customers
27633,23687.28,33,2023-12-28 00:38:00.000000,1,48,1,189,0.95,717.8,1,Medium Value Customers
27634,45839.85,37,2023-08-09 08:59:00.000000,1,51,1,346,5.0,1238.91,2,High Value Customers
27635,29503.89,10,2023-12-03 16:25:00.000000,1,38,0,40,0.35,2950.39,1,Medium Value Customers
27636,10900.83,32,2023-10-14 00:40:00.000000,1,16,1,132,4.82,340.65,1,Medium Value Customers
27637,14562.46,30,2023-05-04 12:31:00.000000,1,64,1,204,2.99,485.42,1,Medium Value Customers
27638,46062.11,17,2024-01-12 18:55:00.000000,1,54,1,315,0.73,2709.54,2,High Value Customers
27640,21643.62,30,2023-04-12 17:07:00.000000,1,44,1,33,3.49,721.45,1,Medium Value Customers
27641,29555.78,14,2023-12-04 10:25:00.000000,1,58,0,213,4.76,2111.13,1,Medium Value Customers
27643,23266.64,5,2022-04-28 01:10:00.000000,1,58,1,220,2.29,4653.33,1,Medium Value Customers
27644,19232.69,36,2023-01-27 12:26:00.000000,1,22,1,182,4.62,534.24,1,Medium Value Customers
27645,11552.32,13,2023-12-17 15:27:00.000000,1,35,0,58,4.58,888.64,1,Medium Value Customers
27646,34466.48,16,2020-07-05 10:52:00.000000,1,36,1,94,2.07,2154.16,2,High Value Customers
27647,36052.98,13,2022-11-10 14:25:00.000000,1,31,0,298,2.64,2773.31,2,High Value Customers
27648,14106.81,29,2023-05-09 14:11:00.000000,1,57,1,193,0.53,486.44,1,Medium Value Customers
27649,39556.04,24,2023-08-28 01:28:00.000000,1,14,1,101,1.86,1648.17,2,High Value Customers
27650,42799.49,18,2021-11-15 01:28:00.000000,1,40,1,118,4.97,2377.75,2,High Value Customers
27651,46073.42,39,2023-06-12 07:29:00.000000,1,17,1,124,0.19,1181.37,2,High Value Customers
27652,8480.01,8,2023-06-21 02:18:00.000000,1,39,1,309,3.61,1060.0,0,Low Value Customers
27653,15544.22,5,2022-10-02 11:56:00.000000,1,14,0,331,4.35,3108.84,1,Medium Value Customers
27654,43087.49,48,2023-12-17 14:05:00.000000,1,62,0,312,0.45,897.66,2,High Value Customers
27655,10327.74,14,2023-12-14 04:01:00.000000,1,69,0,130,4.03,737.7,1,Medium Value Customers
27656,671.69,3,2022-11-12 13:06:00.000000,1,29,0,212,0.44,223.9,0,Low Value Customers
27657,43605.95,6,2023-04-11 15:00:00.000000,1,33,1,358,4.62,7267.66,2,High Value Customers
27658,16659.25,45,2023-11-10 18:38:00.000000,1,52,1,177,1.66,370.21,1,Medium Value Customers
27659,21017.63,17,2022-11-30 06:28:00.000000,1,50,1,268,2.6,1236.33,1,Medium Value Customers
27663,22593.53,43,2023-11-30 04:53:00.000000,1,32,0,175,2.81,525.43,1,Medium Value Customers
27666,42489.59,42,2023-01-11 01:53:00.000000,1,28,1,44,3.26,1011.66,2,High Value Customers
27667,17225.66,29,2023-12-08 06:46:00.000000,1,51,1,251,2.19,593.99,1,Medium Value Customers
27668,44667.85,22,2023-06-10 11:51:00.000000,1,58,1,59,2.96,2030.36,2,High Value Customers
27669,31038.49,41,2023-12-23 16:56:00.000000,1,27,0,205,4.36,757.04,2,High Value Customers
27670,26600.69,43,2022-10-22 03:06:00.000000,1,68,0,48,4.7,618.62,1,Medium Value Customers
27671,16617.92,34,2022-09-05 12:27:00.000000,1,36,0,311,3.15,488.76,1,Medium Value Customers
27672,12563.73,6,2022-12-26 09:26:00.000000,1,31,0,133,3.94,2093.96,1,Medium Value Customers
27673,31390.89,43,2024-01-05 04:53:00.000000,1,65,0,350,0.3,730.02,2,High Value Customers
27674,22621.26,41,2021-03-09 10:46:00.000000,1,52,0,150,0.19,551.74,1,Medium Value Customers
27675,45570.54,27,2023-04-02 01:43:00.000000,1,39,0,310,1.93,1687.8,2,High Value Customers
27676,24836.12,49,2022-08-20 12:31:00.000000,1,22,0,309,4.75,506.86,1,Medium Value Customers
27678,25833.85,14,2023-08-25 05:14:00.000000,1,15,0,67,1.3,1845.28,1,Medium Value Customers
27679,21127.8,20,2023-01-07 11:01:00.000000,1,50,0,194,1.56,1056.39,1,Medium Value Customers
27680,39568.52,27,2021-07-07 10:49:00.000000,1,58,0,15,2.03,1465.5,2,High Value Customers
27681,21529.54,3,2023-03-09 13:46:00.000000,1,44,0,173,4.3,7176.51,1,Medium Value Customers
27683,13832.43,17,2023-11-10 02:05:00.000000,1,46,1,351,2.63,813.67,1,Medium Value Customers
27684,43170.53,4,2023-07-12 03:16:00.000000,1,36,0,44,3.78,10792.63,2,High Value Customers
27686,30043.0,42,2023-02-08 08:44:00.000000,1,26,1,78,4.16,715.31,2,High Value Customers
27687,29779.76,13,2022-06-27 07:31:00.000000,1,39,1,340,2.46,2290.75,1,Medium Value Customers
27688,30735.7,1,2023-06-01 03:29:00.000000,1,50,1,189,1.98,30735.7,2,High Value Customers
27689,36082.57,41,2024-01-03 12:55:00.000000,1,20,1,202,3.94,880.06,2,High Value Customers
27690,15996.87,21,2023-08-26 12:04:00.000000,1,70,0,257,0.43,761.76,1,Medium Value Customers
27691,2175.3,3,2022-07-27 07:55:00.000000,1,18,0,107,0.52,725.1,0,Low Value Customers
27692,40624.36,47,2023-12-15 11:20:00.000000,1,17,1,317,3.42,864.35,2,High Value Customers
27693,6880.8,25,2023-09-12 09:40:00.000000,1,14,1,253,3.51,275.23,0,Low Value Customers
27694,36230.08,42,2023-05-21 15:21:00.000000,1,19,1,319,0.64,862.62,2,High Value Customers
27695,4574.61,44,2022-06-12 15:06:00.000000,1,36,0,36,2.27,103.97,0,Low Value Customers
27696,19077.74,1,2023-12-18 10:37:00.000000,1,60,1,33,0.4,19077.74,1,Medium Value Customers
27697,3619.79,14,2023-06-19 10:43:00.000000,1,25,1,125,2.62,258.56,0,Low Value Customers
27698,26349.58,34,2021-11-27 14:53:00.000000,1,21,0,241,3.08,774.99,1,Medium Value Customers
27699,32830.22,40,2022-11-13 12:45:00.000000,1,52,0,149,3.53,820.76,2,High Value Customers
27700,8985.94,3,2023-11-20 09:05:00.000000,1,28,1,61,2.51,2995.31,0,Low Value Customers
27701,18895.57,42,2022-12-16 01:44:00.000000,1,32,0,184,2.21,449.89,1,Medium Value Customers
27702,46546.85,9,2021-08-03 07:25:00.000000,1,61,0,94,1.15,5171.87,2,High Value Customers
27703,22398.26,5,2023-12-15 14:13:00.000000,1,15,0,209,1.96,4479.65,1,Medium Value Customers
27704,40225.91,25,2023-01-09 08:16:00.000000,1,48,1,43,3.89,1609.04,2,High Value Customers
27706,46395.64,33,2023-03-09 08:10:00.000000,1,66,0,102,3.88,1405.93,2,High Value Customers
27707,48730.12,5,2022-01-17 05:22:00.000000,1,54,1,163,2.82,9746.02,2,High Value Customers
27708,44966.94,12,2020-11-15 11:10:00.000000,1,65,1,73,4.84,3747.25,2,High Value Customers
27709,16211.56,39,2023-08-25 03:56:00.000000,1,16,1,312,3.97,415.68,1,Medium Value Customers
27710,48147.36,11,2023-08-05 06:25:00.000000,1,57,1,247,1.53,4377.03,2,High Value Customers
27711,40713.56,33,2023-03-26 00:03:00.000000,1,43,1,121,1.79,1233.74,2,High Value Customers
27712,41940.19,16,2023-02-16 15:37:00.000000,1,41,1,44,0.24,2621.26,2,High Value Customers
27713,1251.06,3,2020-11-21 11:47:00.000000,1,63,0,230,2.74,417.02,0,Low Value Customers
27714,47734.82,5,2022-10-16 01:26:00.000000,1,32,0,15,1.37,9546.96,2,High Value Customers
27715,39015.47,40,2023-07-28 05:31:00.000000,1,49,0,36,0.68,975.39,2,High Value Customers
27716,38514.39,19,2022-12-13 17:30:00.000000,1,69,1,241,4.69,2027.07,2,High Value Customers
27717,4535.47,48,2022-04-27 04:30:00.000000,1,14,1,12,2.08,94.49,0,Low Value Customers
27719,12012.14,11,2022-12-13 06:39:00.000000,1,35,0,181,1.68,1092.01,1,Medium Value Customers
27720,48131.95,21,2022-12-22 05:22:00.000000,1,13,0,331,4.16,2292.0,2,High Value Customers
27721,25283.52,9,2021-11-25 08:13:00.000000,1,54,0,242,3.61,2809.28,1,Medium Value Customers
27724,20193.97,43,2023-03-15 01:52:00.000000,1,35,0,239,2.78,469.63,1,Medium Value Customers
27726,42077.07,18,2023-10-05 04:12:00.000000,1,41,1,232,3.43,2337.61,2,High Value Customers
27728,4823.35,12,2023-11-14 13:14:00.000000,1,37,1,310,4.7,401.95,0,Low Value Customers
27729,21138.63,43,2023-05-16 02:56:00.000000,1,57,0,302,4.65,491.6,1,Medium Value Customers
27731,19097.19,39,2023-08-31 15:06:00.000000,1,26,0,173,1.38,489.67,1,Medium Value Customers
27732,17817.64,23,2023-11-19 15:38:00.000000,1,58,1,110,1.34,774.68,1,Medium Value Customers
27733,15730.77,38,2024-01-02 12:39:00.000000,1,35,0,11,1.99,413.97,1,Medium Value Customers
27734,10898.71,40,2023-12-11 14:24:00.000000,1,57,1,143,0.82,272.47,1,Medium Value Customers
27735,9059.08,13,2021-05-03 15:15:00.000000,1,70,1,85,3.87,696.85,0,Low Value Customers
27736,32200.1,35,2023-07-07 07:01:00.000000,1,24,1,345,2.53,920.0,2,High Value Customers
27737,46010.04,28,2023-02-24 07:07:00.000000,1,17,0,259,1.64,1643.22,2,High Value Customers
27739,25688.16,35,2023-06-11 15:52:00.000000,1,62,1,88,2.0,733.95,1,Medium Value Customers
27741,15249.74,23,2023-10-11 03:58:00.000000,1,57,0,353,1.54,663.03,1,Medium Value Customers
27742,8378.43,15,2022-01-16 02:05:00.000000,1,56,1,27,3.12,558.56,0,Low Value Customers
27743,41592.1,8,2020-09-18 17:04:00.000000,1,58,1,251,2.37,5199.01,2,High Value Customers
27745,48588.86,15,2022-01-14 16:57:00.000000,1,50,0,205,3.17,3239.26,2,High Value Customers
27747,17783.19,1,2023-02-10 05:31:00.000000,1,50,0,65,3.32,17783.19,1,Medium Value Customers
27748,14902.05,35,2024-01-15 07:47:51.511366,1,50,1,49,1.04,425.77,1,Medium Value Customers
27749,30273.9,12,2023-04-12 06:04:00.000000,1,68,0,254,3.71,2522.83,2,High Value Customers
27750,38878.78,9,2022-10-09 13:54:00.000000,1,40,0,65,0.3,4319.86,2,High Value Customers
27751,23042.44,39,2021-07-21 17:43:00.000000,1,23,1,276,3.83,590.83,1,Medium Value Customers
27752,31688.62,33,2021-05-11 17:10:00.000000,1,46,1,315,3.33,960.26,2,High Value Customers
27753,35969.18,21,2023-09-08 14:43:00.000000,1,45,1,182,2.83,1712.82,2,High Value Customers
27755,48049.32,31,2023-07-10 04:03:00.000000,1,45,0,332,0.5,1549.98,2,High Value Customers
27756,8669.35,30,2022-09-30 17:08:00.000000,1,55,0,260,1.14,288.98,0,Low Value Customers
27759,49870.43,43,2021-12-01 02:06:00.000000,1,34,0,193,3.15,1159.78,2,High Value Customers
27760,19911.75,42,2022-11-02 15:39:00.000000,1,25,1,130,2.51,474.09,1,Medium Value Customers
27761,36298.41,19,2023-02-11 16:23:00.000000,1,61,0,217,0.23,1910.44,2,High Value Customers
27762,28834.51,34,2024-01-08 13:04:00.000000,1,51,0,261,4.53,848.07,1,Medium Value Customers
27764,24590.1,45,2022-10-01 14:29:00.000000,1,23,1,64,4.43,546.45,1,Medium Value Customers
27765,35054.73,17,2024-01-14 18:41:00.000000,1,58,1,90,0.13,2062.04,2,High Value Customers
27766,20089.82,34,2022-11-23 10:03:00.000000,1,53,0,29,4.98,590.88,1,Medium Value Customers
27767,6742.44,1,2023-12-17 02:09:00.000000,1,63,0,223,3.58,6742.44,0,Low Value Customers
27768,24700.22,25,2023-02-15 02:21:00.000000,1,17,1,147,4.23,988.01,1,Medium Value Customers
27769,26334.84,35,2023-06-20 08:01:00.000000,1,33,0,130,2.5,752.42,1,Medium Value Customers
27770,10494.16,10,2021-03-11 12:55:00.000000,1,60,1,58,1.57,1049.42,1,Medium Value Customers
27771,46813.16,33,2023-12-02 11:32:00.000000,1,69,0,20,2.63,1418.58,2,High Value Customers
27772,11760.04,14,2023-11-09 05:06:00.000000,1,70,1,69,4.06,840.0,1,Medium Value Customers
27773,20756.77,6,2023-12-07 00:07:00.000000,1,68,0,18,2.63,3459.46,1,Medium Value Customers
27774,8169.02,20,2022-08-19 00:24:00.000000,1,44,1,305,4.23,408.45,0,Low Value Customers
27776,27021.93,46,2023-09-18 01:32:00.000000,1,56,0,199,4.57,587.43,1,Medium Value Customers
27777,15728.06,12,2022-02-13 13:17:00.000000,1,41,1,319,0.35,1310.67,1,Medium Value Customers
27778,24718.99,27,2023-09-20 12:11:00.000000,1,51,1,227,2.86,915.52,1,Medium Value Customers
27781,11618.54,11,2022-04-23 10:59:00.000000,1,27,0,116,3.12,1056.23,1,Medium Value Customers
27782,3161.87,15,2023-05-23 08:54:00.000000,1,61,1,320,4.01,210.79,0,Low Value Customers
27784,39071.72,28,2023-12-02 13:07:00.000000,1,61,1,1,4.2,1395.42,2,High Value Customers
27786,32233.77,38,2021-09-20 17:50:00.000000,1,54,0,88,1.36,848.26,2,High Value Customers
27787,17366.6,2,2023-10-04 15:36:00.000000,1,28,0,9,3.82,8683.3,1,Medium Value Customers
27788,2850.96,14,2023-03-14 07:30:00.000000,1,40,1,300,1.76,203.64,0,Low Value Customers
27789,43345.97,5,2022-10-14 01:59:00.000000,1,59,0,80,1.45,8669.19,2,High Value Customers
27790,8904.85,47,2022-01-25 18:54:00.000000,1,32,0,109,2.74,189.46,0,Low Value Customers
27791,46571.74,37,2022-03-24 02:55:00.000000,1,22,1,193,3.17,1258.7,2,High Value Customers
27792,24190.47,10,2022-02-20 09:06:00.000000,1,37,0,291,1.16,2419.05,1,Medium Value Customers
27793,17349.14,14,2022-02-10 01:27:00.000000,1,20,0,293,2.3,1239.22,1,Medium Value Customers
27794,37217.09,18,2023-05-20 03:14:00.000000,1,21,0,161,2.11,2067.62,2,High Value Customers
27795,43903.55,34,2023-11-25 00:17:00.000000,1,26,1,15,0.49,1291.28,2,High Value Customers
27797,18850.32,17,2023-03-11 08:24:00.000000,1,15,1,349,3.16,1108.84,1,Medium Value Customers
27798,20663.52,28,2021-08-01 16:43:00.000000,1,62,1,324,2.69,737.98,1,Medium Value Customers
27799,21941.33,38,2023-07-31 02:54:00.000000,1,51,1,10,1.72,577.4,1,Medium Value Customers
27800,46154.99,31,2021-03-13 00:15:00.000000,1,19,1,42,1.4,1488.87,2,High Value Customers
27801,34781.92,33,2021-03-27 17:55:00.000000,1,55,1,15,0.44,1054.0,2,High Value Customers
27802,12758.48,36,2022-02-18 17:40:00.000000,1,62,1,310,1.45,354.4,1,Medium Value Customers
27803,9657.49,47,2023-08-09 13:43:00.000000,1,32,0,45,1.06,205.48,0,Low Value Customers
27804,11903.2,4,2023-06-19 07:45:00.000000,1,53,0,219,4.98,2975.8,1,Medium Value Customers
27808,13546.41,37,2023-09-30 00:19:00.000000,1,31,0,35,1.5,366.12,1,Medium Value Customers
27809,11894.08,23,2022-08-28 13:54:00.000000,1,22,1,117,4.35,517.13,1,Medium Value Customers
27811,33096.07,21,2023-03-21 18:10:00.000000,1,23,1,138,3.44,1576.0,2,High Value Customers
27812,6238.71,25,2023-08-31 08:54:00.000000,1,48,0,228,1.89,249.55,0,Low Value Customers
27813,19674.25,15,2023-09-20 01:24:00.000000,1,66,1,128,0.58,1311.62,1,Medium Value Customers
27814,31440.15,14,2020-04-13 05:19:00.000000,1,58,1,78,4.09,2245.72,2,High Value Customers
27815,14897.57,13,2022-12-16 02:10:00.000000,1,14,0,36,4.81,1145.97,1,Medium Value Customers
27817,3731.08,33,2022-12-15 04:08:00.000000,1,46,0,273,3.78,113.06,0,Low Value Customers
27818,4550.28,21,2023-08-01 16:01:00.000000,1,62,1,113,4.64,216.68,0,Low Value Customers
27819,6735.36,43,2023-12-09 14:17:00.000000,1,46,1,150,4.05,156.64,0,Low Value Customers
27820,41874.23,44,2022-07-20 07:53:00.000000,1,32,1,82,0.64,951.69,2,High Value Customers
27821,33064.24,24,2022-03-21 12:58:00.000000,1,57,0,177,3.55,1377.68,2,High Value Customers
27822,3693.86,25,2023-11-17 14:04:00.000000,1,21,0,178,2.38,147.75,0,Low Value Customers
27824,19857.91,35,2023-04-12 13:27:00.000000,1,26,0,362,1.98,567.37,1,Medium Value Customers
27825,14289.97,23,2023-12-05 16:13:00.000000,1,13,0,55,1.85,621.3,1,Medium Value Customers
27826,29112.99,48,2022-05-19 04:58:00.000000,1,46,0,17,3.38,606.52,1,Medium Value Customers
27827,26378.89,4,2022-10-13 18:32:00.000000,1,20,1,195,4.33,6594.72,1,Medium Value Customers
27828,24315.64,48,2019-10-03 17:35:00.000000,1,43,0,282,2.28,506.58,1,Medium Value Customers
27829,16068.36,21,2022-02-23 17:38:00.000000,1,64,1,75,2.07,765.16,1,Medium Value Customers
27832,7321.09,38,2024-01-17 02:17:54.393449,1,23,0,14,4.63,192.66,0,Low Value Customers
27833,37247.63,24,2020-07-15 07:25:00.000000,1,60,0,77,1.53,1551.98,2,High Value Customers
27834,44052.91,26,2022-04-26 13:21:00.000000,1,44,0,18,4.25,1694.34,2,High Value Customers
27835,47235.47,25,2022-07-26 05:12:00.000000,1,49,0,139,2.46,1889.42,2,High Value Customers
27838,3401.64,8,2020-03-29 04:44:00.000000,1,46,0,301,2.21,425.2,0,Low Value Customers
27840,37125.48,6,2023-06-12 06:48:00.000000,1,21,1,2,1.21,6187.58,2,High Value Customers
27841,36461.92,36,2023-06-21 13:03:00.000000,1,58,1,80,4.03,1012.83,2,High Value Customers
27842,47381.93,34,2024-01-15 18:01:00.000000,1,34,1,281,3.18,1393.59,2,High Value Customers
27844,13019.27,40,2023-08-19 00:18:00.000000,1,54,1,7,0.5,325.48,1,Medium Value Customers
27845,37237.86,3,2022-01-31 01:14:00.000000,1,43,0,255,2.33,12412.62,2,High Value Customers
27846,3204.0,16,2022-07-22 15:24:00.000000,1,27,0,62,4.56,200.25,0,Low Value Customers
27848,31746.66,6,2022-12-13 02:13:00.000000,1,24,1,313,2.78,5291.11,2,High Value Customers
27849,17866.97,49,2021-05-06 05:33:00.000000,1,67,1,209,1.33,364.63,1,Medium Value Customers
27850,38561.02,21,2023-04-10 09:50:00.000000,1,15,0,343,3.49,1836.24,2,High Value Customers
27851,43233.56,3,2020-10-28 12:40:00.000000,1,45,0,331,4.47,14411.19,2,High Value Customers
27852,18558.64,46,2023-11-29 15:16:00.000000,1,65,0,116,2.32,403.45,1,Medium Value Customers
27853,26516.51,1,2022-03-01 16:49:00.000000,1,55,1,356,3.61,26516.51,1,Medium Value Customers
27854,6311.5,7,2023-04-01 10:38:00.000000,1,26,0,102,3.88,901.64,0,Low Value Customers
27855,21136.89,24,2024-01-10 03:33:00.000000,1,45,0,323,0.76,880.7,1,Medium Value Customers
27856,18359.62,42,2022-05-22 01:36:00.000000,1,45,0,209,1.31,437.13,1,Medium Value Customers
27857,9564.61,20,2023-09-02 08:40:00.000000,1,19,1,186,0.23,478.23,0,Low Value Customers
27858,44776.69,34,2022-06-29 15:45:00.000000,1,47,1,211,1.38,1316.96,2,High Value Customers
27859,7830.35,46,2023-02-25 11:37:00.000000,1,13,1,284,1.83,170.22,0,Low Value Customers
27860,31969.1,8,2022-03-19 14:58:00.000000,1,12,0,286,0.19,3996.14,2,High Value Customers
27862,44562.06,25,2023-01-18 05:07:00.000000,1,30,1,233,4.19,1782.48,2,High Value Customers
27863,45642.44,38,2023-11-28 14:35:00.000000,1,59,0,194,4.88,1201.12,2,High Value Customers
27864,39765.37,28,2024-01-13 09:12:55.554094,1,14,1,269,1.47,1420.19,2,High Value Customers
27865,9218.99,37,2023-05-29 09:34:00.000000,1,25,0,82,2.98,249.16,0,Low Value Customers
27866,40962.85,25,2023-02-17 12:47:00.000000,1,18,0,75,2.22,1638.51,2,High Value Customers
27867,14189.96,12,2020-02-18 01:36:00.000000,1,12,1,64,4.51,1182.5,1,Medium Value Customers
27868,46158.7,43,2021-03-03 14:57:00.000000,1,22,1,31,0.23,1073.46,2,High Value Customers
27870,35599.79,20,2023-11-08 17:35:00.000000,1,12,0,167,2.59,1779.99,2,High Value Customers
27871,39370.74,18,2021-10-12 13:34:00.000000,1,33,1,137,3.94,2187.26,2,High Value Customers
27872,4709.11,33,2023-12-12 16:22:00.000000,1,52,0,247,3.07,142.7,0,Low Value Customers
27873,29346.87,33,2023-10-27 00:36:00.000000,1,55,0,285,0.47,889.3,1,Medium Value Customers
27876,41146.54,37,2023-10-15 10:37:00.000000,1,45,0,243,0.75,1112.07,2,High Value Customers
27877,43148.72,39,2024-01-02 04:44:00.000000,1,17,0,309,0.85,1106.38,2,High Value Customers
